llmstream: 24 layers, 16 slots/layer, 6 tensors/expert, 13.25 MB/expert, prefetch=on
llmstream: prefill pool 32 slots x 6 type-variants (424 MB), shared across layers
ttft: total=28249 ms | template=0 tokenize=4 kv_match=0 prefill=28242 first_sample=1
ttft: ctx_held=0 rendered=707 reused=0 reprefill=707 (100.0% of rendered)
tok 200005 |<|channel|>|
tok  35644 |analysis|
tok    484 | that|
tok  20486 | worst|
tok  83130 |-case|
tok  25697 | scenario|
tok     25 |:|
tok    722 | all|
tok  12994 | keys|
tok  10691 | hash|
tok    316 | to|
tok   2684 | same|
tok  28257 | bucket|
tok     11 |,|
tok   4137 | making|
tok  37342 | lookup|
tok    532 | O|
tok   2406 |(n|
tok    741 |).|
tok  51441 | Provide|
tok   4994 | example|
tok     25 |:|
tok   2360 | using|
tok    261 | a|
tok  10691 | hash|
tok   1114 | function|
tok    484 | that|
tok   7377 | returns|
tok   9594 | constant|
tok   1432 | value|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   3291 | small|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    290 | the|
tok  52558 | overhead|
tok    328 | of|
tok 185245 | hashing|
tok   1340 | may|
tok    413 | be|
tok    945 | more|
tok   1572 | than|
tok   1327 | just|
tok   2360 | using|
tok    448 | an|
tok   2644 | array|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok   3293 | table|
tok    382 | is|
tok    625 | not|
tok 130296 | resized|
tok  13425 | properly|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok   1932 | high|
tok   4700 | load|
tok  12332 | factor|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  10691 | hash|
tok   1114 | function|
tok    382 | is|
tok    625 | not|
tok  21219 | uniform|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 114338 | clustering|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  12994 | keys|
tok    553 | are|
tok    625 | not|
tok 111711 | immutable|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok   8201 | wrong|
tok   4376 | results|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  12994 | keys|
tok    553 | are|
tok    625 | not|
tok  38899 | comparable|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 100572 | collisions|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  12994 | keys|
tok    553 | are|
tok    625 | not|
tok 104474 | hashed|
tok  13425 | properly|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 100572 | collisions|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  12994 | keys|
tok    553 | are|
tok    625 | not|
tok 104474 | hashed|
tok  13425 | properly|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 100572 | collisions|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  12994 | keys|
tok    553 | are|
tok    625 | not|
tok 104474 | hashed|
tok  13425 | properly|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 100572 | collisions|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  12994 | keys|
tok    553 | are|
tok    625 | not|
tok 104474 | hashed|
tok  13425 | properly|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 100572 | collisions|
tok    364 |.

|
tok  13523 |Stop|
tok  74481 | repeating|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  12994 | keys|
tok    553 | are|
tok    625 | not|
tok 104474 | hashed|
tok  13425 | properly|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 100572 | collisions|
tok    364 |.

|
tok  13523 |Stop|
tok    364 |.

|
tok   2167 |We|
tok   1309 | need|
tok    316 | to|
tok  10635 | produce|
tok    261 | a|
tok  82463 | concise|
tok   6052 | answer|
tok    483 | with|
tok  31926 | bullet|
tok   5571 | points|
tok    326 | and|
tok  30547 | explanation|
tok     13 |.|
tok   8820 | Also|
tok   8633 | mention|
tok    484 | that|
tok    290 | the|
tok  20486 | worst|
tok  83130 |-case|
tok    382 | is|
tok    532 | O|
tok   2406 |(n|
tok    741 |).|
tok  51441 | Provide|
tok   4994 | example|
tok    328 | of|
tok  12530 | poor|
tok  10691 | hash|
tok   1114 | function|
tok     13 |.|
tok  51441 | Provide|
tok  30547 | explanation|
tok    328 | of|
tok   4700 | load|
tok  12332 | factor|
tok     13 |.|
tok  51441 | Provide|
tok  30547 | explanation|
tok    328 | of|
tok    322 | re|
tok  16909 |hash|
tok    289 |ing|
tok     13 |.|
tok  51441 | Provide|
tok  30547 | explanation|
tok    328 | of|
tok   2494 | open|
tok  43729 | addressing|
tok  10217 | vs|
tok 166438 | chaining|
tok     13 |.|
tok  51441 | Provide|
tok  30547 | explanation|
tok    328 | of|
tok 193379 | concurrency|
tok     13 |.|
tok  51441 | Provide|
tok  30547 | explanation|
tok    328 | of|
tok   8197 | memory|
tok  10557 | layout|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   3291 | small|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    290 | the|
tok  52558 | overhead|
tok   1340 | may|
tok    413 | be|
tok   1932 | high|
tok  15001 | relative|
tok    316 | to|
tok   2644 | array|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok   3293 | table|
tok    382 | is|
tok    625 | not|
tok 130296 | resized|
tok  13425 | properly|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok   1932 | high|
tok   4700 | load|
tok  12332 | factor|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  10691 | hash|
tok   1114 | function|
tok    382 | is|
tok    625 | not|
tok  21219 | uniform|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 114338 | clustering|
tok    364 |.

|
tok  19734 |Also|
tok   8633 | mention|
tok    484 | that|
tok    538 | if|
tok    481 | you|
tok   1199 | use|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    395 | for|
tok    261 | a|
tok   4410 | large|
tok   2086 | number|
tok    328 | of|
tok  12994 | keys|
tok     11 |,|
tok    889 | but|
tok    290 | the|
tok  12994 | keys|
tok    553 | are|
tok    625 | not|
tok 104474 | hashed|
tok  13425 | properly|
tok     11 |,|
tok    481 | you|
tok   1340 | may|
tok    717 | get|
tok 100572 | collisions|
tok    364 |.

|
tok  13523 |Stop|
tok    364 |.

|
tok  14999 |Ok|
tok    364 |.

|
tok  58369 |Let's|
tok  10635 | produce|
tok   1721 | final|
tok   6052 | answer|
tok     13 |.|
tok 200007 |<|end|>|
tok 200006 |<|start|>|
tok 173781 |assistant|
tok 200005 |<|channel|>|
tok  17196 |final|
tok 200008 |<|message|>|
tok  31639 |###|
tok   4296 | When|
tok    261 | a|
tok  10691 | hash|
tok   3293 | table|
tok    802 |’s|
tok   1631 | look|
tok  50005 |‑|
tok  14409 |ups|
tok   5025 | become|
tok   9800 | slow|
tok    279 |

|
tok     91 |||
tok  70131 | Cause|
tok   1022 | ||
tok  12587 | Why|
tok    480 | it|
tok  74891 | hurts|
tok   6198 | performance|
tok   1022 | ||
tok 123857 | Typical|
tok  57816 | symptom|
tok  15972 | |
|
tok     91 |||
tok  39028 |-------|
tok     91 |||
tok   1297 |----------------|
tok  26444 |----------|
tok     91 |||
tok   1297 |----------------|
tok     12 |-|
tok  14876 ||
|
tok     91 |||
tok   6240 | **|
tok  12664 |High|
tok   4700 | load|
tok  12332 | factor|
tok    410 |**|
tok    350 | (|
tok  74032 |many|
tok   4732 | items|
tok    777 | per|
tok  28257 | bucket|
tok      8 |)|
tok   1022 | ||
tok  11555 | Each|
tok  28257 | bucket|
tok   8895 | contains|
tok    261 | a|
tok   1701 | long|
tok  13464 | chain|
tok    503 | or|
tok    261 | a|
tok   1701 | long|
tok 186002 | probing|
tok  16281 | sequence|
tok     13 |.|
tok   1022 | ||
tok  87964 | Lookup|
tok   1058 | time|
tok  42326 | grows|
tok   2543 | line|
tok   3489 |arly|
tok    483 | with|
tok    290 | the|
tok   2086 | number|
tok    328 | of|
tok   4732 | items|
tok    306 | in|
tok    484 | that|
tok  28257 | bucket|
tok     13 |.|
tok  15972 | |
|
tok     91 |||
tok   6240 | **|
tok 123747 |Poor|
tok  10691 | hash|
tok   1114 | function|
tok    410 |**|
tok   1022 | ||
tok    623 | The|
tok  10691 | hash|
tok   4824 | values|
tok    553 | are|
tok    625 | not|
tok  65116 | evenly|
tok   7581 | distributed|
tok     11 |,|
tok    813 | so|
tok   1991 | many|
tok  12994 | keys|
tok 133533 | collide|
tok    306 | in|
tok    290 | the|
tok   2684 | same|
tok  28257 | bucket|
tok     13 |.|
tok   1022 | ||
tok   5108 | One|
tok  28257 | bucket|
tok  14081 | becomes|
tok    261 | a|
tok    966 | “|
tok  15303 |hot|
tok  10021 | spot|
tok  83577 |”;|
tok   1631 | look|
tok  50005 |‑|
tok  14409 |ups|
tok    306 | in|
tok    484 | that|
tok  28257 | bucket|
tok    553 | are|
tok    532 | O|
tok   2406 |(n|
tok    741 |).|
tok  15972 | |
|
tok     91 |||
tok   6240 | **|
tok   1204 |Res|
tok   6396 |izing|
tok    820 | /|
tok    322 | re|
tok  16909 |hash|
tok    289 |ing|
tok    410 |**|
tok   1022 | ||
tok   4296 | When|
tok    290 | the|
tok   3293 | table|
tok  42326 | grows|
tok     11 |,|
tok   1753 | every|
tok   9595 | existing|
tok   2140 | key|
tok   2804 | must|
tok    413 | be|
tok    322 | re|
tok 192232 |hashed|
tok    326 | and|
tok  12183 | moved|
tok     13 |.|
tok   1022 | ||
tok    355 | A|
tok   4590 | single|
tok  37342 | lookup|
tok    665 | can|
tok  14699 | trigger|
tok    261 | a|
tok  44091 | costly|
tok  40625 | resize|
tok     11 |,|
tok    503 | or|
tok    290 | the|
tok   3293 | table|
tok    382 | is|
tok  48722 | temporarily|
tok    306 | in|
tok    448 | an|
tok  85596 | inconsistent|
tok   2608 | state|
tok     13 |.|
tok  15972 | |
|
tok     91 |||
tok   6240 | **|
tok   6447 |Open|
tok  50005 |‑|
tok   6104 |address|
tok    289 |ing|
tok 114338 | clustering|
tok    410 |**|
tok   1022 | ||
tok    730 | In|
tok  23876 | linear|
tok     14 |/|
tok 178997 | quadratic|
tok 186002 | probing|
tok     11 |,|
tok    261 | a|
tok   1701 | long|
tok   2461 | run|
tok    328 | of|
tok  46186 | occupied|
tok  15340 | slots|
tok  16691 | forces|
tok   1991 | many|
tok 127387 | probes|
tok     13 |.|
tok   1022 | ||
tok  11555 | Each|
tok  37342 | lookup|
tok   1340 | may|
tok  28035 | examine|
tok  42203 | dozens|
tok    328 | of|
tok  15340 | slots|
tok   2254 | before|
tok  12129 | finding|
tok    290 | the|
tok   2140 | key|
tok    503 | or|
tok    448 | an|
tok   8213 | empty|
tok   8215 | slot|
tok     13 |.|
tok  15972 | |
|
tok     91 |||
tok   6240 | **|
tok  42565 |Large|
tok    503 | or|
tok  14818 | expensive|
tok  12994 | keys|
tok    410 |**|
tok   1022 | ||
tok  76688 | Computing|
tok    290 | the|
tok  10691 | hash|
tok    328 | of|
tok    261 | a|
tok   3464 | big|
tok   2817 | object|
tok    350 | (|
tok     68 |e|
tok   1940 |.g|
tok   4213 |.,|
tok    261 | a|
tok   1701 | long|
tok   1621 | string|
tok    503 | or|
tok    261 | a|
tok   8012 | complex|
tok   3539 | struct|
tok      8 |)|
tok   6948 | takes|
tok   1058 | time|
tok     13 |.|
tok   1022 | ||
tok    623 | The|
tok  10691 | hash|
tok  50005 |‑|
tok    639 |com|
tok  47913 |putation|
tok   3097 | cost|
tok 168430 | dominates|
